"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"39","Very liberal","Female","Middle-aged","High","White",0.923406370392656,0.721749833637467
"40","Liberal","Male","Middle-aged","High","White",0.892983368553486,0.666130678092196
"41","Moderate","Female","Old","High","White",0.96153670762181,0.837665250490551
"42","Very liberal","Male","Old","High","Hispanic",0.949577215361859,0.700741120074585
"43","Conservative","Male","Old","Moderate","White",0.932863485746966,0.827772345899904
"44","Conservative","Female","Old","High","White",0.949427484584061,0.848416533098012
"45","Liberal","Male","Old","High","White",0.972287937368778,0.792501962451595
"46","Moderate","Female","Old","Moderate","Black",0.983954597574329,0.902657411872186
"47","Moderate","Female","Middle-aged","High","Black",0.944360820612406,0.81742835672227
"48","Moderate","Male","Old","Low","Hispanic",0.946538405001258,0.83744365449732
"49","Very liberal","Male","Old","High","Asian",0.964171326678891,0.755399910011918
"50","Moderate","Female","Old","High","Hispanic",0.97392705444182,0.861940132161038
"51","Moderate","Male","Middle-aged","High","White",0.878419609454532,0.724993169920477
"52","Very liberal","Female","Old","High","White",0.972921909783205,0.801180103835167
"53","Conservative","Male","Old","Moderate","White",0.929652263643374,0.814529725673991
"54","Very liberal","Male","Old","High","White",0.957790206690633,0.710434802176606
"55","Liberal","Female","Middle-aged","High","White",0.950696237446002,0.792393968702093
"56","Moderate","Male","Middle-aged","High","Black",0.896786096465678,0.714657644005327
"57","Conservative","Male","Old","Moderate","White",0.965958684008086,0.865058852120959
"58","Moderate","Male","Old","High","White",0.96654667478774,0.821786520618186
"59","Conservative","Male","Old","High","White",0.913332077255722,0.777036059270883
"60","Conservative","Female","Old","Low","White",0.974753195183115,0.919301748167347
"61","Moderate","Male","Old","Low","White",0.966243963762572,0.858708004479138
"62","Moderate","Female","Old","High","White",0.959952882340909,0.835348048309066
"63","Liberal","Female","Middle-aged","High","Other",0.946786550612125,0.799643480202807
"64","Moderate","Male","Middle-aged","Moderate","White",0.90429576238619,0.771631984219916
"65","Conservative","Male","Middle-aged","High","White",0.868165601105311,0.728858344504384
"66","Conservative","Female","Middle-aged","High","White",0.927871419497587,0.827747210186973
"67","Moderate","Female","Old","High","White",0.95659584027178,0.830634082870689
"68","Conservative","Female","Old","Low","White",0.976740026155022,0.921780222502227
"69","Moderate","Male","Old","Low","White",0.967587383671305,0.86075125571329
"70","Moderate","Female","Old","High","Hispanic",0.974972623343474,0.863944048640186
"71","Moderate","Female","Old","High","White",0.954818122132243,0.828237095931501
"72","Liberal","Female","Old","Moderate","White",0.98110393309725,0.875326495685458
"73","Conservative","Female","Old","High","White",0.963903591223848,0.881248345371424
"74","Conservative","Female","Old","High","White",0.973728177266031,0.88761334268385
"75","Liberal","Male","Old","High","White",0.954592337097825,0.743357114522069
"76","Very liberal","Female","Old","High","White",0.985986110184348,0.84087872514569
"77","Conservative","Male","Old","Low","Hispanic",0.93005083617092,0.848206953754156
"78","Liberal","Male","Old","High","White",0.951567589921653,0.764250677579611
"79","Moderate","Male","Middle-aged","Moderate","White",0.914019132234728,0.767655200222603
"80","Liberal","Female","Old","High","White",0.97083553044479,0.826307530735457
"81","Moderate","Female","Middle-aged","High","Hispanic",0.935278887610133,0.830380001914194
"82","Moderate","Female","Middle-aged","Moderate","White",0.946932835437243,0.864686639816658
"83","Moderate","Female","Old","High","White",0.975806447908097,0.8780248970441
"84","Conservative","Female","Old","Low","White",0.958887986988751,0.902874245174714
"85","Moderate","Male","Middle-aged","High","White",0.885462791367436,0.701977109786497
"86","Very liberal","Female","Young","High","White",0.887907833655533,0.686482165676473
"87","Moderate","Male","Old","High","White",0.960045332278617,0.788215503107398
"88","Liberal","Female","Old","High","White",0.97754544076585,0.859103484823074
"89","Conservative","Female","Old","Low","White",0.975766458794975,0.920549815362188
"90","Moderate","Female","Old","High","White",0.9685935839178,0.848858368926141
"91","Moderate","Female","Middle-aged","Moderate","White",0.952181027651284,0.853094587237721
"92","Liberal","Male","Old","High","White",0.959751675346353,0.752933838690094
"93","Moderate","Male","Old","Moderate","White",0.968631772063933,0.853862947407032
"94","Very conservative","Female","Old","High","White",0.950566016442146,0.887817480637416
"95","Moderate","Male","Old","Moderate","Black",0.932319174144042,0.810590921215423
"96","Very conservative","Female","Old","High","White",0.961150093075818,0.897550500740647
"97","Conservative","Male","Old","High","White",0.95032008817494,0.826202001379076
"98","Liberal","Female","Old","High","White",0.964822626497166,0.835000006757826
"99","Moderate","Female","Old","Low","White",0.972397386647911,0.900171321439438
"100","Moderate","Male","Middle-aged","Low","White",0.863211606381961,0.767569522568748
"101","Moderate","Female","Old","Moderate","White",0.971955413122935,0.886210776634385
"102","Moderate","Male","Old","High","White",0.963721483457294,0.816769454771857
"103","Liberal","Male","Old","High","Hispanic",0.941320812400906,0.727690592464975
"104","Very liberal","Female","Old","High","White",0.978826091598255,0.816879442098976
"105","Very conservative","Male","Old","Moderate","White",0.951439552778749,0.870495763774736
"106","Conservative","Female","Old","Low","White",0.971459681641195,0.915449584174996
"107","Liberal","Female","Old","High","White",0.975430651566601,0.845628173281002
"108","Moderate","Male","Old","High","White",0.949568873955574,0.783435990168884
"109","Conservative","Male","Middle-aged","Low","White",0.909854806340008,0.829331432615775
"110","Conservative","Female","Old","Moderate","White",0.965609153151921,0.890368414101224
"111","Conservative","Male","Old","Moderate","White",0.963085732326391,0.861054017731783
"112","Very conservative","Female","Old","Moderate","White",0.967219714522175,0.909811400655459
"113","Liberal","Female","Old","High","White",0.9835883900727,0.857769727608757
"114","Very liberal","Female","Middle-aged","High","White",0.927432052285649,0.753361966292382
"115","Moderate","Female","Old","Low","White",0.980920223826909,0.913062923550795
"116","Moderate","Female","Old","High","White",0.971050757430256,0.853154770249293
"117","Moderate","Male","Old","Moderate","White",0.972242298001581,0.860092204984692
"118","Moderate","Female","Old","Moderate","White",0.978948775738752,0.8976342768909
"119","Conservative","Male","Middle-aged","High","White",0.824744495340111,0.701257006923222
"120","Very liberal","Male","Middle-aged","High","White",0.911503247460025,0.656747523897378
"121","Very conservative","Female","Old","High","Hispanic",0.958830822833351,0.897932670530803
"122","Conservative","Male","Middle-aged","High","White",0.887055339378596,0.755815442477312
"123","Conservative","Male","Old","Moderate","White",0.934951517589659,0.819594572335293
"124","Conservative","Female","Old","Moderate","White",0.971940660004287,0.898368498720458
"125","Liberal","Female","Old","High","Asian",0.974262933741058,0.854813389094302
"126","Conservative","Male","Middle-aged","High","White",0.899816017784545,0.77798536330305
"127","Conservative","Male","Middle-aged","Moderate","White",0.898228172182826,0.811043506080629
"128","Moderate","Female","Old","Moderate","White",0.98536157594833,0.904688490462282
"129","Conservative","Female","Old","Moderate","White",0.965879430509845,0.897317780666136
"130","Conservative","Male","Old","High","White",0.964867579382077,0.827057292356294
"131","Moderate","Female","Middle-aged","High","White",0.924478548117529,0.794606635112621
"132","Liberal","Female","Old","High","White",0.97622852567257,0.838132445298256
"133","Conservative","Male","Old","High","Hispanic",0.943041980328924,0.821892425733988
"134","Moderate","Female","Old","High","White",0.98185741924054,0.890168343817456
"135","Moderate","Male","Old","High","White",0.933478529344549,0.76263842110123
"136","Moderate","Female","Old","Moderate","White",0.96392241323887,0.867345028942249
"137","Conservative","Male","Old","Moderate","White",0.944452422149256,0.82939940391275
"138","Moderate","Male","Old","High","White",0.921667338111753,0.736171628760087
"139","Conservative","Female","Middle-aged","High","White",0.943023279669987,0.841763067559816
"140","Very conservative","Female","Old","High","White",0.96905441720039,0.893351067421107
"141","Liberal","Female","Old","High","White",0.964822626497166,0.835000006757826
"142","Moderate","Male","Old","Low","White",0.947461854981579,0.834549900162969
"143","Conservative","Female","Old","High","White",0.979460269683753,0.897362026382333
"144","Liberal","Male","Old","High","White",0.930329607675308,0.721190567190974
"145","Moderate","Male","Old","High","Hispanic",0.917194084548099,0.736979383612932
"146","Conservative","Male","Old","High","Hispanic",0.955161003588156,0.836290455493362
"147","Moderate","Male","Old","High","White",0.940432289787339,0.758554028609202
"148","Moderate","Female","Old","Low","White",0.966165351176043,0.892296135273602
"149","Liberal","Male","Old","High","White",0.922293937629261,0.725678439667779
"150","Moderate","Female","Middle-aged","High","White",0.942611993350841,0.813288916015642
"151","Liberal","Female","Old","High","White",0.97827616791965,0.852147666470034
"152","Conservative","Female","Old","Moderate","Hispanic",0.982685667947088,0.922507568021668
"153","Conservative","Male","Old","Moderate","White",0.947434913643777,0.851301134300614
"154","Conservative","Female","Old","High","Hispanic",0.966947966742606,0.873218325237782
"155","Very conservative","Male","Old","High","White",0.928540231738709,0.81150414844015
"156","Liberal","Female","Middle-aged","High","White",0.944443298294565,0.7839078096669
"157","Liberal","Female","Old","Low","White",0.987387974708823,0.916401912920341
"158","Very conservative","Male","Old","Moderate","White",0.91521064906334,0.831301633655153
"159","Moderate","Female","Old","High","Black",0.986069570632165,0.888458993555883
"160","Very conservative","Male","Old","High","White",0.907778959267699,0.815737659229083
"161","Liberal","Female","Old","High","White",0.966220635141761,0.837321153169227
"162","Liberal","Female","Old","High","White",0.980951874444194,0.8671092135898
"163","Moderate","Male","Old","Moderate","White",0.954162921662099,0.81248103721969
"164","Conservative","Male","Old","High","White",0.929116081774194,0.80320620190085
"165","Liberal","Female","Old","High","White",0.987197427247254,0.869727178930396
"166","Liberal","Male","Old","High","Hispanic",0.943598223041584,0.731035063192977
"167","Moderate","Male","Old","Low","White",0.975642687308552,0.874368347009635
"168","Conservative","Male","Old","High","White",0.912683188186771,0.764086429656364
"169","Moderate","Female","Middle-aged","High","White",0.936383753519599,0.827386421934884
"170","Liberal","Male","Old","Moderate","White",0.949984394933062,0.774246167501343
"171","Very conservative","Female","Old","Moderate","White",0.948951837660233,0.893305298222366
"172","Moderate","Female","Old","High","White",0.975417680392149,0.861443991058142
"173","Moderate","Female","Old","High","White",0.977533560360776,0.873744845588129
"174","Liberal","Male","Old","High","White",0.961343137725178,0.756072201033046
"175","Very liberal","Female","Middle-aged","High","Hispanic",0.915842510525844,0.719175924546173
"176","Very liberal","Female","Young","Low","Hispanic",0.878057664989619,0.767378590759931
"177","Moderate","Female","Old","Moderate","White",0.969330667920395,0.874950636282164
"178","Moderate","Female","Old","Moderate","White",0.965897258699504,0.885050448720475
"179","Moderate","Female","Old","Low","White",0.979282885333537,0.910335101196022
"180","Conservative","Female","Old","Low","White",0.983944129965474,0.932091824395553
"181","Liberal","Male","Middle-aged","High","White",0.908010984264994,0.68103010783913
"182","Very conservative","Female","Old","High","White",0.979613184676485,0.914364744955668
"183","Very liberal","Non-binary","Young","High","White",0.939297843698308,0.796511277108884
"184","Very liberal","Male","Old","High","White",0.972985262889222,0.747226420444929
"185","Conservative","Male","Old","High","White",0.955249121890763,0.812029739041476
"186","Liberal","Male","Old","High","White",0.969693343325542,0.774330107618826
"187","Conservative","Female","Old","High","White",0.959253881816874,0.875825050212823
"188","Conservative","Male","Old","Moderate","White",0.959980360295573,0.856949981079666
"189","Conservative","Male","Old","Moderate","White",0.94661518415431,0.831783464966574
"190","Moderate","Male","Old","Low","White",0.966243963762572,0.858708004479138
"191","Liberal","Female","Middle-aged","High","White",0.91782702724567,0.753831442950656
"192","Very liberal","Female","Old","Low","White",0.989149316241524,0.899263291812395
"193","Moderate","Male","Old","High","White",0.949176195094244,0.770748399916683
"194","Moderate","Male","Middle-aged","High","White",0.899126202520601,0.741558233631783
"195","Moderate","Female","Old","High","White",0.959952882340909,0.835348048309066
"196","Conservative","Male","Middle-aged","Moderate","White",0.908505626300079,0.807581889829283
"197","Very liberal","Female","Middle-aged","High","White",0.899849114959282,0.69731702945523
"198","Liberal","Male","Middle-aged","Moderate","White",0.91341770221257,0.730121105728124
"199","Moderate","Male","Old","Moderate","White",0.965706936287398,0.839979788351141
"200","Very liberal","Male","Old","High","White",0.962600430124291,0.720778579652172
"201","Conservative","Male","Middle-aged","Moderate","Hispanic",0.838500197899327,0.76876115638777
"202","Liberal","Female","Old","Moderate","White",0.975819219029823,0.863802509820798
"203","Very liberal","Female","Middle-aged","High","Hispanic",0.922094869297824,0.725968666676428
"204","Moderate","Female","Old","High","White",0.955517813458912,0.848091092243848
"205","Very conservative","Male","Old","Moderate","White",0.925623449553084,0.857200855178736
"206","Very conservative","Female","Middle-aged","Moderate","White",0.945572781857127,0.903574920452168
"207","Liberal","Female","Old","High","White",0.97222299562833,0.838875561304591
"208","Moderate","Male","Middle-aged","Low","White",0.909227140024669,0.799154012379409
"209","Very liberal","Male","Middle-aged","Moderate","White",0.864435388564936,0.660449168165217
"210","Very liberal","Male","Middle-aged","Moderate","Hispanic",0.871941014979299,0.672670807792583
"211","Very liberal","Male","Young","Moderate","Asian",0.836008516001508,0.644834381663483
"212","Moderate","Female","Old","Low","White",0.989311858995258,0.930139085532062
"213","Very liberal","Male","Young","Moderate","Hispanic",0.851981456236849,0.657577235853197
"214","Very liberal","Female","Old","High","White",0.97504916726749,0.806522910572685
"215","Moderate","Male","Old","High","Black",0.943126295277056,0.788979907386583
"216","Conservative","Female","Old","High","White",0.957580202316578,0.873970597402869
"217","Very liberal","Male","Young","High","Hispanic",0.785420442010373,0.547366760369859
"218","Liberal","Male","Old","Moderate","White",0.945838868240011,0.768268142589117
"219","Moderate","Male","Middle-aged","Moderate","White",0.900598559243278,0.76863255220343
"220","Very liberal","Male","Young","High","White",0.75289328311887,0.53928754480104
"221","Moderate","Female","Middle-aged","Moderate","Black",0.958914107822364,0.862641903212944
"222","Moderate","Male","Middle-aged","Moderate","Hispanic",0.83634931773439,0.716707281776599
"223","Conservative","Male","Old","High","White",0.936978996111448,0.811117101989909
"224","Moderate","Female","Old","High","Hispanic",0.9709928090639,0.872938157775818
"225","Conservative","Female","Old","Low","White",0.987475933350557,0.938250743760843
"226","Conservative","Male","Old","Moderate","White",0.952635935364987,0.838776177970451
"227","Liberal","Male","Young","Moderate","White",0.749523186939533,0.619384154911703
"228","Moderate","Male","Old","High","Hispanic",0.942630820788232,0.79073155792487
"229","Moderate","Male","Young","Moderate","White",0.78949333894226,0.699474031255502
"230","Very conservative","Male","Middle-aged","High","White",0.749218308128756,0.704078262650665
"231","Conservative","Male","Middle-aged","High","White",0.780941632472577,0.707072817209337
"232","Moderate","Female","Young","Moderate","White",0.879033684947052,0.794528235731908
"233","Moderate","Male","Old","Low","Black",0.942624239146394,0.831302881780598
"234","Liberal","Male","Old","High","White",0.9488069124723,0.733540549117506
"235","Conservative","Male","Middle-aged","High","White",0.74778220770298,0.660811673671927
"236","Moderate","Female","Middle-aged","High","White",0.951807655903895,0.843673684299873
"237","Liberal","Female","Middle-aged","High","White",0.930702180951807,0.791410485017185
"238","Conservative","Female","Old","Low","White",0.972601412785369,0.916751833320238
"239","Conservative","Male","Middle-aged","Moderate","Black",0.907051537705562,0.797649139159937
"240","Conservative","Male","Middle-aged","High","Black",0.880969055090402,0.740817411792707
"241","Moderate","Male","Old","Low","White",0.974624383093281,0.872495306610487
"242","Moderate","Male","Middle-aged","High","White",0.882834428771607,0.72835840309276
"243","Moderate","Female","Young","High","Asian",0.879425697840259,0.762317828654306
"244","Conservative","Male","Old","Moderate","White",0.937936989265635,0.832549905079426
"245","Liberal","Male","Middle-aged","Moderate","White",0.821163432976107,0.674724161166864
"246","Moderate","Female","Middle-aged","High","White",0.94699066472015,0.818380091536419
"247","Liberal","Male","Middle-aged","High","White",0.868289413978985,0.676032598623258
"248","Moderate","Female","Old","Low","White",0.972615828279818,0.906564506626034
"249","Very liberal","Female","Middle-aged","High","White",0.926324643997741,0.725139708499321
"250","Very liberal","Non-binary","Young","Low","White",0.950554591857459,0.866686301001338
"251","Very conservative","Male","Old","Low","White",0.923260566794689,0.863956895768056
"252","Moderate","Female","Middle-aged","High","White",0.94029727999521,0.810702391935866
"253","Moderate","Female","Middle-aged","Low","White",0.91892499579915,0.850897514477851
"254","Moderate","Female","Old","Moderate","White",0.970787570956558,0.884490970442789
"255","Moderate","Male","Old","High","Hispanic",0.948281232812124,0.774456474145448
"256","Moderate","Female","Young","Moderate","Asian",0.891260757863801,0.816432411307576
"257","Conservative","Male","Old","Low","White",0.93888136971232,0.851994470218532
"258","Liberal","Female","Middle-aged","High","Hispanic",0.934315954209473,0.788378733096094
"259","Moderate","Male","Middle-aged","Moderate","Hispanic",0.906318970509815,0.778267587139336
"260","Moderate","Male","Young","Moderate","Hispanic",0.826876509121287,0.739008696121118
"261","Moderate","Female","Old","Low","White",0.981690626992591,0.914398494857354
"262","Moderate","Male","Old","Moderate","Black",0.951870816045078,0.811505509826348
"263","Conservative","Male","Old","Moderate","White",0.949094485533432,0.844030058196333
"264","Liberal","Female","Middle-aged","High","White",0.937449508253819,0.775173189497919
"265","Liberal","Male","Young","High","Asian",0.7888382889752,0.612516520508578
"266","Very conservative","Male","Middle-aged","High","White",0.749218308128756,0.704078262650665
"267","Conservative","Male","Middle-aged","High","White",0.883621233329807,0.766059099739082
"268","Very conservative","Female","Old","High","Hispanic",0.962948378874123,0.888822546461538
"269","Conservative","Female","Old","High","Black",0.960205805217311,0.870761682129218
"270","Liberal","Female","Old","Moderate","White",0.97080291213713,0.870911685647706
"271","Very liberal","Female","Old","High","White",0.96680425676906,0.787340648104304
"272","Moderate","Female","Young","High","Black",0.872577228850766,0.781219702330044
"273","Conservative","Male","Old","Low","White",0.951840442248194,0.864360676315838
"274","Moderate","Male","Old","Moderate","White",0.948724641286904,0.815874612098011
"275","Conservative","Male","Old","Moderate","Hispanic",0.955855630510425,0.855376115383084
"276","Moderate","Female","Old","Low","White",0.986290601238493,0.923237296258553
"277","Very conservative","Male","Old","Moderate","White",0.9312037329341,0.861298859313263
"278","Moderate","Female","Middle-aged","Moderate","White",0.948607398968523,0.857960881044969
"279","Moderate","Female","Old","Moderate","White",0.971955413122935,0.886210776634385
"280","Very conservative","Female","Middle-aged","Low","White",0.926019188443226,0.898010033444721
"281","Conservative","Male","Old","Moderate","White",0.925096538943194,0.830946769760588
"282","Moderate","Male","Old","Low","White",0.960313682394789,0.850283548693452
"283","Moderate","Male","Middle-aged","Low","White",0.912634539550258,0.801859765255071
"284","Conservative","Female","Middle-aged","Moderate","White",0.930028186690026,0.865621802318725
"285","Very conservative","Male","Old","Low","White",0.96806249433146,0.90214653871093
"286","Very conservative","Male","Old","Moderate","White",0.96214281478691,0.888970784276833
"287","Moderate","Male","Old","Moderate","White",0.952660344202337,0.820910807377477
"288","Liberal","Female","Old","Moderate","Hispanic",0.970040326976072,0.864933911730402
"289","Moderate","Female","Old","Low","White",0.96476513795937,0.890656954988228
"290","Moderate","Male","Middle-aged","High","White",0.859306886498951,0.71127669296617
"291","Very liberal","Male","Middle-aged","Moderate","Hispanic",0.889558018285972,0.687415332338928
"292","Conservative","Male","Old","Low","White",0.971526355719173,0.888177120832623
"293","Conservative","Female","Middle-aged","Low","White",0.906145569870423,0.866893353202482
"294","Very conservative","Female","Old","High","Hispanic",0.96441812633128,0.890485845318824
"295","Conservative","Male","Old","Moderate","Hispanic",0.952172239146911,0.851133365772418
"296","Liberal","Male","Middle-aged","High","Black",0.883744978918728,0.660921314139492
"297","Very liberal","Male","Old","Low","White",0.976270196522703,0.825969704592021
"298","Conservative","Female","Old","Low","White",0.973698706524019,0.918035820985059
"299","Conservative","Female","Old","Moderate","White",0.967494781958699,0.905336294351436
"300","Conservative","Female","Old","Moderate","White",0.963000046350419,0.894153194370502
"301","Liberal","Male","Middle-aged","High","White",0.803382133173505,0.599335806714828
"302","Conservative","Male","Old","Moderate","White",0.915252629053908,0.812792861826683
"303","Conservative","Male","Middle-aged","High","White",0.863283653003174,0.725496970648149
"304","Moderate","Female","Young","High","White",0.837417066208522,0.758345744382607
"305","Liberal","Male","Middle-aged","Low","White",0.932931231328454,0.788629048095781
"306","Very liberal","Female","Old","Low","White",0.978088786244664,0.870007808089611
"307","Conservative","Male","Middle-aged","High","White",0.855099805243229,0.747350361681815
"308","Liberal","Male","Old","High","Hispanic",0.958014793907383,0.77988679631394
"309","Moderate","Female","Old","High","Black",0.980614310813706,0.874302588045737
"310","Conservative","Male","Old","Low","Hispanic",0.932734392133446,0.850375602494987
"311","Conservative","Male","Middle-aged","High","Hispanic",0.841945050870823,0.744929574959976
"312","Moderate","Female","Old","High","Hispanic",0.980594726645653,0.883228354552119
"313","Moderate","Female","Old","Moderate","Black",0.983544389692065,0.913464177552698
"314","Moderate","Female","Middle-aged","High","White",0.943489522692978,0.834525555864151
"315","Liberal","Male","Middle-aged","High","Hispanic",0.825947293802292,0.620478192492954
"316","Conservative","Female","Middle-aged","High","Black",0.935308457397617,0.836324118566059
"317","Moderate","Male","Middle-aged","High","White",0.872050089362441,0.691235195709416
"318","Very liberal","Male","Middle-aged","High","White",0.850171501633044,0.583793185809407
"319","Very conservative","Male","Old","Moderate","White",0.918413596073285,0.833664443119066
"320","Moderate","Female","Old","High","Hispanic",0.969786127885056,0.871046939404155
"321","Very conservative","Male","Old","Low","White",0.954065133684584,0.887835038494083
"322","Conservative","Male","Old","Low","Hispanic",0.956539986185468,0.872575750066865
"323","Moderate","Female","Middle-aged","High","Hispanic",0.901032284684584,0.802492412689238
"324","Moderate","Male","Old","High","Hispanic",0.923354433527727,0.743495079463241
"325","Moderate","Female","Old","Low","Other",0.964608440556367,0.891169769714127
"326","Conservative","Male","Middle-aged","High","White",0.838778882566151,0.737632627652491
"327","Conservative","Male","Old","Moderate","Hispanic",0.937338855206013,0.84529629447771
"328","Very conservative","Male","Middle-aged","Low","White",0.899663340451349,0.849405679222406
"329","Very conservative","Male","Middle-aged","Moderate","White",0.898178697232998,0.829688992327271
"330","Very conservative","Male","Old","Low","White",0.948216181523497,0.882672503381989
"331","Moderate","Male","Old","Low","White",0.964846885480719,0.856639765300983
"332","Liberal","Female","Middle-aged","Moderate","White",0.962452546393634,0.84993892295057
"333","Very conservative","Male","Old","Moderate","Hispanic",0.92894462319795,0.845626632888963
"334","Liberal","Female","Middle-aged","High","White",0.919051000805233,0.78000146317286
"335","Moderate","Male","Old","High","Hispanic",0.939393186512281,0.762398539079383
"336","Conservative","Male","Old","Moderate","Hispanic",0.969324929756885,0.873237841788379
"337","Liberal","Male","Young","High","Black",0.790957523760994,0.628523403606415
"338","Moderate","Male","Old","Moderate","White",0.954518917848326,0.823388232747871
"339","Moderate","Male","Old","Moderate","Hispanic",0.958968355859403,0.833607123714651
"340","Moderate","Female","Old","High","Black",0.975588308381211,0.879150613624519
"341","Very conservative","Male","Middle-aged","High","White",0.793549132097815,0.724811419487359
"342","Liberal","Male","Middle-aged","High","White",0.880332330029241,0.654732211468783
"343","Moderate","Male","Middle-aged","Moderate","White",0.90429576238619,0.771631984219916
"344","Liberal","Female","Old","Moderate","White",0.965373005663323,0.854209883549225
"345","Liberal","Female","Young","High","Hispanic",0.900349916564367,0.768891807415388
"346","Very liberal","Female","Old","High","White",0.968126113753134,0.790163760309323
"347","Liberal","Male","Middle-aged","Moderate","White",0.921031085507488,0.76416413018713
"348","Conservative","Male","Old","Moderate","White",0.918454131551802,0.815357327729098
"349","Conservative","Male","Old","High","Hispanic",0.94483216894199,0.813498363327824
"350","Liberal","Female","Young","Low","Black",0.892544071864421,0.80748122148467
"351","Conservative","Male","Old","Moderate","White",0.927955440139073,0.833313552889637
"352","Conservative","Female","Old","Low","White",0.958887986988751,0.902874245174714
"353","Moderate","Male","Old","High","Black",0.953032883482089,0.790880860073064
"354","Liberal","Female","Middle-aged","High","Other",0.92119922537665,0.771117784157943
"355","Moderate","Male","Middle-aged","High","White",0.786764923227251,0.667804518856435
"356","Very liberal","Male","Middle-aged","Moderate","White",0.854286767314221,0.652809038637303
"357","Moderate","Female","Middle-aged","High","Hispanic",0.946059404253023,0.821496167405784
"358","Conservative","Male","Middle-aged","Moderate","Hispanic",0.903359571275959,0.808227964266845
"359","Moderate","Male","Middle-aged","High","White",0.867289998717918,0.68760731291506
"360","Liberal","Female","Middle-aged","Moderate","Black",0.936839791686889,0.831692819479718
"361","Liberal","Female","Middle-aged","Low","Hispanic",0.93677883589852,0.843101320810053
"362","Very liberal","Male","Young","High","White",0.811269510231585,0.590560588327944
"363","Moderate","Male","Middle-aged","High","Hispanic",0.921518527146322,0.76741884204227
"364","Conservative","Male","Middle-aged","Moderate","Hispanic",0.920204440078006,0.821017119552521
"365","Very conservative","Male","Middle-aged","High","Hispanic",0.84632479661379,0.758056171096464
"366","Conservative","Male","Old","Moderate","White",0.930184694471998,0.825343373800459
"367","Conservative","Female","Middle-aged","Moderate","White",0.946905638022537,0.87882965294034
"368","Liberal","Female","Old","Moderate","Black",0.985834809182589,0.895791772101603
"369","Moderate","Male","Old","Low","Black",0.935417114727912,0.824054024363256
"370","Moderate","Female","Old","Moderate","White",0.978948775738752,0.8976342768909
"371","Moderate","Male","Middle-aged","High","Hispanic",0.822148280195414,0.678694213018687
"372","Moderate","Female","Old","Moderate","White",0.966732497298494,0.871195662107703
"373","Conservative","Male","Old","Moderate","White",0.959665306302198,0.847732190796316
"374","Conservative","Male","Old","Low","White",0.957298471114681,0.870210474125599
