"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"111","Conservative","Male","Old","Moderate","White",0.774298757183229,0.683870017363166
"112","Very conservative","Female","Old","Moderate","White",0.783124987270608,0.717764238267627
"113","Liberal","Female","Old","High","White",0.942932111362562,0.752615152429345
"114","Very liberal","Female","Middle-aged","High","White",0.865470234088861,0.773119117266821
"115","Moderate","Female","Old","Low","White",0.923712226713863,0.74943052673984
"116","Moderate","Female","Old","High","White",0.878481645799489,0.740649504753613
"117","Moderate","Male","Old","Moderate","White",0.862910076439798,0.700157400712554
"118","Moderate","Female","Old","Moderate","White",0.913562319781554,0.746403932045222
"119","Conservative","Male","Middle-aged","High","White",0.417337516906034,0.681930883018854
"120","Very liberal","Male","Middle-aged","High","White",0.794311138396481,0.726295062753371
"121","Very conservative","Female","Old","High","Hispanic",0.656027613622068,0.761194845943488
"122","Conservative","Male","Middle-aged","High","White",0.532409645086198,0.682137445557185
"123","Conservative","Male","Old","Moderate","White",0.667587411177272,0.683942156145484
"124","Conservative","Female","Old","Moderate","White",0.852078899411123,0.731665891535116
"125","Liberal","Female","Old","High","Asian",0.895982012824167,0.787596008958344
"126","Conservative","Male","Middle-aged","High","White",0.567024016778085,0.683597141631715
"127","Conservative","Male","Middle-aged","Moderate","White",0.581716017405179,0.689333393094251
"128","Moderate","Female","Old","Moderate","White",0.933982750148334,0.743657587985542
"129","Conservative","Female","Old","Moderate","White",0.832468459553102,0.733992889185562
"130","Conservative","Male","Old","High","White",0.764332681817102,0.676043768161715
"131","Moderate","Female","Middle-aged","High","White",0.753079448408847,0.74360323531786
"132","Liberal","Female","Old","High","White",0.922807482073828,0.753691199670684
"133","Conservative","Male","Old","High","Hispanic",0.594499652238669,0.729483410231719
"134","Moderate","Female","Old","High","White",0.919659105420413,0.742616467471767
"135","Moderate","Male","Old","High","White",0.722409189877983,0.695693505799847
"136","Moderate","Female","Old","Moderate","White",0.865114441922117,0.746345362769879
"137","Conservative","Male","Old","Moderate","White",0.698703364193559,0.683385829639207
"138","Moderate","Male","Old","High","White",0.68580626732504,0.694401144640792
"139","Conservative","Female","Middle-aged","High","White",0.739549520593213,0.7286956101289
"140","Very conservative","Female","Old","High","White",0.778996514732747,0.712202075043543
"141","Liberal","Female","Old","High","White",0.898945760313227,0.758077298956196
"142","Moderate","Male","Old","Low","White",0.785218973788402,0.704122493877059
"143","Conservative","Female","Old","High","White",0.878107990780699,0.727228621967351
"144","Liberal","Male","Old","High","White",0.776203157565629,0.710904701497912
"145","Moderate","Male","Old","High","Hispanic",0.578864550858695,0.741296257991778
"146","Conservative","Male","Old","High","Hispanic",0.645279820259569,0.728721290377462
"147","Moderate","Male","Old","High","White",0.737361788159354,0.693445011878373
"148","Moderate","Female","Old","Low","White",0.879791403494756,0.751117425216283
"149","Liberal","Male","Old","High","White",0.762750382535064,0.713078120809388
"150","Moderate","Female","Middle-aged","High","White",0.796865874652153,0.742744011815225
"151","Liberal","Female","Old","High","White",0.929893692377504,0.75505930947301
"152","Conservative","Female","Old","Moderate","Hispanic",0.856684535304174,0.774751971953112
"153","Conservative","Male","Old","Moderate","White",0.719328178660881,0.686987291165721
"154","Conservative","Female","Old","High","Hispanic",0.754090369217261,0.770353530015321
"155","Very conservative","Male","Old","High","White",0.551348678471603,0.662612917302097
"156","Liberal","Female","Middle-aged","High","White",0.84889630268354,0.756189698759211
"157","Liberal","Female","Old","Low","White",0.961160136449039,0.763159692694936
"158","Very conservative","Male","Old","Moderate","White",0.530558416549032,0.669114920135051
"159","Moderate","Female","Old","High","Black",0.917748585949871,0.760135021149308
"160","Very conservative","Male","Old","High","White",0.504611569230308,0.667478175872014
"161","Liberal","Female","Old","High","White",0.902165852273173,0.757959337345328
"162","Liberal","Female","Old","High","White",0.938483295447845,0.756303766871841
"163","Moderate","Male","Old","Moderate","White",0.793166559061375,0.698133462369953
"164","Conservative","Male","Old","High","White",0.644134338452519,0.682343936436571
"165","Liberal","Female","Old","High","White",0.953492106691426,0.751896036672721
"166","Liberal","Male","Old","High","Hispanic",0.731235374650141,0.75371982435839
"167","Moderate","Male","Old","Low","White",0.878635550992928,0.70157054828252
"168","Conservative","Male","Old","High","White",0.586500156756242,0.679274717915561
"169","Moderate","Female","Middle-aged","High","White",0.789677555262869,0.746408531645667
"170","Liberal","Male","Old","Moderate","White",0.831373367883881,0.713404465900063
"171","Very conservative","Female","Old","Moderate","White",0.708563533496631,0.719195090333162
"172","Moderate","Female","Old","High","White",0.893020021405712,0.740155072251887
"173","Moderate","Female","Old","High","White",0.902551938092577,0.741572587928589
"174","Liberal","Male","Old","High","White",0.852084684574222,0.707125878755376
"175","Very liberal","Female","Middle-aged","High","Hispanic",0.779551749735268,0.808747946994274
"176","Very liberal","Female","Young","Low","Hispanic",0.742619124270578,0.817721697223911
"177","Moderate","Female","Old","Moderate","White",0.881035490465697,0.745858063000838
"178","Moderate","Female","Old","Moderate","White",0.876363559556771,0.74949318518228
"179","Moderate","Female","Old","Low","White",0.918487289418088,0.749671977556036
"180","Conservative","Female","Old","Low","White",0.910073614946258,0.735116697958087
"181","Liberal","Male","Middle-aged","High","White",0.72310963178632,0.710047345024903
"182","Very conservative","Female","Old","High","White",0.839085940129772,0.712660723932098
"183","Very liberal","Non-binary","Young","High","White",0.906853095130554,0.810014008274337
"184","Very liberal","Male","Old","High","White",0.916664888866219,0.720701310611312
"185","Conservative","Male","Old","High","White",0.723287073545572,0.676888260017301
"186","Liberal","Male","Old","High","White",0.877267244538577,0.706326128873686
"187","Conservative","Female","Old","High","White",0.80144415524803,0.731099727517499
"188","Conservative","Male","Old","Moderate","White",0.761482916249761,0.684148017494243
"189","Conservative","Male","Old","Moderate","White",0.706218917863881,0.683246665917802
"190","Moderate","Male","Old","Low","White",0.844473470956596,0.702646593254194
"191","Liberal","Female","Middle-aged","High","White",0.79679412413987,0.757373407589838
"192","Very liberal","Female","Old","Low","White",0.974511334827388,0.774011776660445
"193","Moderate","Male","Old","High","White",0.764252839631708,0.692897901638164
"194","Moderate","Male","Middle-aged","High","White",0.644032739314368,0.699016226251009
"195","Moderate","Female","Old","High","White",0.84428392169676,0.741636533937035
"196","Conservative","Male","Middle-aged","Moderate","White",0.600051428951763,0.687059044118596
"197","Very liberal","Female","Middle-aged","High","White",0.819027281402621,0.770972990648549
"198","Liberal","Male","Middle-aged","Moderate","White",0.748750697926704,0.715241745367616
"199","Moderate","Male","Old","Moderate","White",0.835875693106656,0.699011113687521
"200","Very liberal","Male","Old","High","White",0.891890310548091,0.721735735361815
"201","Conservative","Male","Middle-aged","Moderate","Hispanic",0.363495724571659,0.736401699137729
"202","Liberal","Female","Old","Moderate","White",0.926981481398492,0.758605416718534
"203","Very liberal","Female","Middle-aged","High","Hispanic",0.791662350940027,0.808548925382055
"204","Moderate","Female","Old","High","White",0.838433371687891,0.745311419897094
"205","Very conservative","Male","Old","Moderate","White",0.573049886821238,0.672517783025405
"206","Very conservative","Female","Middle-aged","Moderate","White",0.706934130579676,0.722941193385766
"207","Liberal","Female","Old","High","White",0.914456204209672,0.755772234754611
"208","Moderate","Male","Middle-aged","Low","White",0.688456251198966,0.705994754798335
"209","Very liberal","Male","Middle-aged","Moderate","White",0.734126280351906,0.732948124870981
"210","Very liberal","Male","Middle-aged","Moderate","Hispanic",0.659499899718839,0.775501867138693
"211","Very liberal","Male","Young","Moderate","Asian",0.626206948711901,0.766082324885403
"212","Moderate","Female","Old","Low","White",0.952452883775655,0.747736034648785
"213","Very liberal","Male","Young","Moderate","Hispanic",0.626499539079716,0.775949401274438
"214","Very liberal","Female","Old","High","White",0.94094136709425,0.766974363318081
"215","Moderate","Male","Old","High","Black",0.714847640985825,0.720837503839193
"216","Conservative","Female","Old","High","White",0.795659807213877,0.731226137630283
"217","Very liberal","Male","Young","High","Hispanic",0.507387562350675,0.771000217165893
"218","Liberal","Male","Old","Moderate","White",0.821049357674988,0.713667368268507
"219","Moderate","Male","Middle-aged","Moderate","White",0.658575365533833,0.702651670334098
"220","Very liberal","Male","Young","High","White",0.576467326442264,0.729986798995758
"221","Moderate","Female","Middle-aged","Moderate","Black",0.8230720128868,0.767953731336354
"222","Moderate","Male","Middle-aged","Moderate","Hispanic",0.433139646014947,0.748559591853282
"223","Conservative","Male","Old","High","White",0.668460910130702,0.681925612297515
"224","Moderate","Female","Old","High","Hispanic",0.834195568618401,0.785495447485129
"225","Conservative","Female","Old","Low","White",0.926238203104049,0.734364669509129
"226","Conservative","Male","Old","Moderate","White",0.728092981939996,0.682828978000659
"227","Liberal","Male","Young","Moderate","White",0.503294552319667,0.719154798845653
"228","Moderate","Male","Old","High","Hispanic",0.669470192992046,0.743505377675729
"229","Moderate","Male","Young","Moderate","White",0.475470856687898,0.705465577987436
"230","Very conservative","Male","Middle-aged","High","White",0.258753453486333,0.66762628944898
"231","Conservative","Male","Middle-aged","High","White",0.372527870435756,0.686649306252257
"232","Moderate","Female","Young","Moderate","White",0.677803038100732,0.75010097602558
"233","Moderate","Male","Old","Low","Black",0.733248822974455,0.727889615440402
"234","Liberal","Male","Old","High","White",0.817474556649758,0.708057305687293
"235","Conservative","Male","Middle-aged","High","White",0.325355775427446,0.683463284883498
"236","Moderate","Female","Middle-aged","High","White",0.828452413803857,0.745555492305438
"237","Liberal","Female","Middle-aged","High","White",0.828389417488448,0.760076652529873
"238","Conservative","Female","Old","Low","White",0.863781767194976,0.736741413651318
"239","Conservative","Male","Middle-aged","Moderate","Black",0.540014941205372,0.709588141055686
"240","Conservative","Male","Middle-aged","High","Black",0.462218306321231,0.705002423636602
"241","Moderate","Male","Old","Low","White",0.874748510898341,0.701705176231932
"242","Moderate","Male","Middle-aged","High","White",0.610418856363336,0.69955716279485
"243","Moderate","Female","Young","High","Asian",0.589937569675259,0.776601746949072
"244","Conservative","Male","Old","Moderate","White",0.682497549464618,0.685674661183388
"245","Liberal","Male","Middle-aged","Moderate","White",0.599838683217881,0.71960672979726
"246","Moderate","Female","Middle-aged","High","White",0.808259255915322,0.742498173985892
"247","Liberal","Male","Middle-aged","High","White",0.660245042927719,0.714916656354784
"248","Moderate","Female","Old","Low","White",0.900453522084435,0.75213563646388
"249","Very liberal","Female","Middle-aged","High","White",0.857837790477906,0.77006328838299
"250","Very liberal","Non-binary","Young","Low","White",0.931614851120871,0.817506903130867
"251","Very conservative","Male","Old","Low","White",0.572085929272204,0.674565507160546
"252","Moderate","Female","Middle-aged","High","White",0.790982935954173,0.74286687318546
"253","Moderate","Female","Middle-aged","Low","White",0.768409042952435,0.753752882899724
"254","Moderate","Female","Old","Moderate","White",0.887978100733004,0.747376530931502
"255","Moderate","Male","Old","High","Hispanic",0.679097375326581,0.739813529673907
"256","Moderate","Female","Young","Moderate","Asian",0.637310180644961,0.782341529761343
"257","Conservative","Male","Old","Low","White",0.696209986096892,0.689399648109341
"258","Liberal","Female","Middle-aged","High","Hispanic",0.766319018854867,0.798096732526922
"259","Moderate","Male","Middle-aged","Moderate","Hispanic",0.57501904357474,0.748375695750518
"260","Moderate","Male","Young","Moderate","Hispanic",0.431206489493785,0.752049012045427
"261","Moderate","Female","Old","Low","White",0.926207917518696,0.749309743213696
"262","Moderate","Male","Old","Moderate","Black",0.749304051477747,0.722062814684615
"263","Conservative","Male","Old","Moderate","White",0.720122715858062,0.684981227394438
"264","Liberal","Female","Middle-aged","High","White",0.834531894219575,0.756545221866705
"265","Liberal","Male","Young","High","Asian",0.461329780436902,0.74886120408958
"266","Very conservative","Male","Middle-aged","High","White",0.258753453486333,0.66762628944898
"267","Conservative","Male","Middle-aged","High","White",0.531428958421221,0.684153268445782
"268","Very conservative","Female","Old","High","Hispanic",0.665850906441023,0.757674626655586
"269","Conservative","Female","Old","High","Black",0.766029868902903,0.751484450373908
"270","Liberal","Female","Old","Moderate","White",0.918748616804691,0.762349462867049
"271","Very liberal","Female","Old","High","White",0.925299749984868,0.7677779611002
"272","Moderate","Female","Young","High","Black",0.613597048704416,0.769727452874079
"273","Conservative","Male","Old","Low","White",0.739827273186803,0.688572811442493
"274","Moderate","Male","Old","Moderate","White",0.780445051538905,0.700362427086971
"275","Conservative","Male","Old","Moderate","Hispanic",0.659798411055378,0.732135431265947
"276","Moderate","Female","Old","Low","White",0.941671359225806,0.748463174254425
"277","Very conservative","Male","Old","Moderate","White",0.590546346303848,0.672234450575334
"278","Moderate","Female","Middle-aged","Moderate","White",0.827329958621293,0.74907262748133
"279","Moderate","Female","Old","Moderate","White",0.89150549746486,0.747255091215819
"280","Very conservative","Female","Middle-aged","Low","White",0.651328862215241,0.725699659938439
"281","Conservative","Male","Old","Moderate","White",0.649649066475245,0.688230547598084
"282","Moderate","Male","Old","Low","White",0.824633272158055,0.703183775674313
"283","Moderate","Male","Middle-aged","Low","White",0.696116240418829,0.705861251318896
"284","Conservative","Female","Middle-aged","Moderate","White",0.722311097955597,0.736246902688542
"285","Very conservative","Male","Old","Low","White",0.746772747150213,0.671451959038371
"286","Very conservative","Male","Old","Moderate","White",0.712102100693847,0.670105465447949
"287","Moderate","Male","Old","Moderate","White",0.792519639475453,0.700092442177853
"288","Liberal","Female","Old","Moderate","Hispanic",0.877281208579853,0.800309730145474
"289","Moderate","Female","Old","Low","White",0.875936155681626,0.751237626939251
"290","Moderate","Male","Middle-aged","High","White",0.566915204498975,0.700232552777978
"291","Very liberal","Male","Middle-aged","Moderate","Hispanic",0.691022515793357,0.775053698217643
"292","Conservative","Male","Old","Low","White",0.819437803164286,0.686777205887046
"293","Conservative","Female","Middle-aged","Low","White",0.675314283633136,0.740589799395329
"294","Very conservative","Female","Old","High","Hispanic",0.673803353868174,0.757556531494765
"295","Conservative","Male","Old","Moderate","Hispanic",0.643474630040861,0.73238759666417
"296","Liberal","Male","Middle-aged","High","Black",0.629699247400462,0.734021179564111
"297","Very liberal","Male","Old","Low","White",0.93474154181186,0.730797988076105
"298","Conservative","Female","Old","Low","White",0.867957773926539,0.736616663164736
"299","Conservative","Female","Old","Moderate","White",0.841736239634973,0.735557115110847
"300","Conservative","Female","Old","Moderate","White",0.822197156439598,0.734243940707101
"301","Liberal","Male","Middle-aged","High","White",0.551019761802608,0.712819869548369
"302","Conservative","Male","Old","Moderate","White",0.617180564507783,0.686782433140212
"303","Conservative","Male","Middle-aged","High","White",0.479512227855546,0.680953660401464
"304","Moderate","Female","Young","High","White",0.604439515325459,0.749439652951647
"305","Liberal","Male","Middle-aged","Low","White",0.802782810731124,0.719731569889187
"306","Very liberal","Female","Old","Low","White",0.954016244225141,0.775918367176739
"307","Conservative","Male","Middle-aged","High","White",0.47754646189823,0.684986470872144
"308","Liberal","Male","Old","High","Hispanic",0.788624880733896,0.756095069258338
"309","Moderate","Female","Old","High","Black",0.893258663137458,0.761071815535755
"310","Conservative","Male","Old","Low","Hispanic",0.581974403444565,0.736896023587887
"311","Conservative","Male","Middle-aged","High","Hispanic",0.357023768626682,0.732896232272817
"312","Moderate","Female","Old","High","Hispanic",0.874706816021359,0.782940127172445
"313","Moderate","Female","Old","Moderate","Black",0.916249679051714,0.768521919386141
"314","Moderate","Female","Middle-aged","High","White",0.807035449664153,0.746043174695176
"315","Liberal","Male","Middle-aged","High","Hispanic",0.480539185959653,0.757283556545264
"316","Conservative","Female","Middle-aged","High","Black",0.673156042274555,0.751306523085259
"317","Moderate","Male","Middle-aged","High","White",0.577644975479626,0.69617237979322
"318","Very liberal","Male","Middle-aged","High","White",0.693313962543788,0.726361394148486
"319","Very conservative","Male","Old","Moderate","White",0.53950389329621,0.668972522220604
"320","Moderate","Female","Old","High","Hispanic",0.82916195563963,0.785603785020335
"321","Very conservative","Male","Old","Low","White",0.680884373537833,0.672727524871948
"322","Conservative","Male","Old","Low","Hispanic",0.674022954248843,0.735522198578811
"323","Moderate","Female","Middle-aged","High","Hispanic",0.622674922869564,0.78883540725754
"324","Moderate","Male","Old","High","Hispanic",0.596290595204103,0.741049519008812
"325","Moderate","Female","Old","Low","Other",0.863876693222678,0.761886147380825
"326","Conservative","Male","Middle-aged","High","White",0.450722283991874,0.68540262658421
"327","Conservative","Male","Old","Moderate","Hispanic",0.59164792367923,0.734961223698373
"328","Very conservative","Male","Middle-aged","Low","White",0.509661547247987,0.675552973673125
"329","Very conservative","Male","Middle-aged","Moderate","White",0.493652790980177,0.671740995891787
"330","Very conservative","Male","Old","Low","White",0.657001628988718,0.673152147961985
"331","Moderate","Male","Old","Low","White",0.839691920158287,0.702780941426824
"332","Liberal","Female","Middle-aged","Moderate","White",0.898227888798075,0.761476722724594
"333","Very conservative","Male","Old","Moderate","Hispanic",0.468957776355805,0.717534862619179
"334","Liberal","Female","Middle-aged","High","White",0.806966421076093,0.760545441852162
"335","Moderate","Male","Old","High","Hispanic",0.646979664354747,0.740308384042348
"336","Conservative","Male","Old","Moderate","Hispanic",0.728303178957487,0.730998824068065
"337","Liberal","Male","Young","High","Black",0.495914640917364,0.739504214751205
"338","Moderate","Male","Old","Moderate","White",0.798370351812831,0.699957397590365
"339","Moderate","Male","Old","Moderate","Hispanic",0.742213688525761,0.745824036589884
"340","Moderate","Female","Old","High","Black",0.87790645162764,0.764905133909699
"341","Very conservative","Male","Middle-aged","High","White",0.302230003933105,0.666769507496498
"342","Liberal","Male","Middle-aged","High","White",0.670008477377638,0.710973278430244
"343","Moderate","Male","Middle-aged","Moderate","White",0.66661426892786,0.702517288462915
"344","Liberal","Female","Old","Moderate","White",0.904616587194666,0.761243031756312
"345","Liberal","Female","Young","High","Hispanic",0.695107848756957,0.800621759742421
"346","Very liberal","Female","Old","High","White",0.927747568588827,0.767663279864067
"347","Liberal","Male","Middle-aged","Moderate","White",0.773454388382718,0.71849998828132
"348","Conservative","Male","Old","Moderate","White",0.625640087943596,0.686644077791057
"349","Conservative","Male","Old","High","Hispanic",0.59544882350572,0.727641724206598
"350","Liberal","Female","Young","Low","Black",0.742225723158486,0.787704592398539
"351","Conservative","Male","Old","Moderate","White",0.657788931271396,0.688092541405326
"352","Conservative","Female","Old","Low","White",0.815697914018587,0.737986828213436
"353","Moderate","Male","Old","High","Black",0.743992116548089,0.718439569947055
"354","Liberal","Female","Middle-aged","High","Other",0.790464686951206,0.769268204206992
"355","Moderate","Male","Middle-aged","High","White",0.459529578617475,0.701849939229538
"356","Very liberal","Male","Middle-aged","Moderate","White",0.719854661896559,0.73319980400581
"357","Moderate","Female","Middle-aged","High","Hispanic",0.733455691845759,0.784196406027366
"358","Conservative","Male","Middle-aged","Moderate","Hispanic",0.485805814874022,0.734650295128746
"359","Moderate","Male","Middle-aged","High","White",0.568848302412899,0.696308388825015
"360","Liberal","Female","Middle-aged","Moderate","Black",0.821857041662376,0.784734163159661
"361","Liberal","Female","Middle-aged","Low","Hispanic",0.793760669657367,0.804991661532673
"362","Very liberal","Male","Young","High","White",0.652032154520101,0.730681014684069
"363","Moderate","Male","Middle-aged","High","Hispanic",0.603032002296168,0.744485287654525
"364","Conservative","Male","Middle-aged","Moderate","Hispanic",0.53071253578394,0.734022995237174
"365","Very conservative","Male","Middle-aged","High","Hispanic",0.280985471278496,0.714862623025333
"366","Conservative","Male","Old","Moderate","White",0.658675013756712,0.686090324383233
"367","Conservative","Female","Middle-aged","Moderate","White",0.769886475919922,0.735371800060704
"368","Liberal","Female","Old","Moderate","Black",0.944141656017161,0.779199391308676
"369","Moderate","Male","Old","Low","Black",0.711625252254692,0.728271576743278
"370","Moderate","Female","Old","Moderate","White",0.913562319781554,0.746403932045222
"371","Moderate","Male","Middle-aged","High","Hispanic",0.400108558854314,0.74552604935539
"372","Moderate","Female","Old","Moderate","White",0.873288586079562,0.746101790009338
"373","Conservative","Male","Old","Moderate","White",0.755618520251544,0.682271602330976
"374","Conservative","Male","Old","Low","White",0.760049188017905,0.688158941338599
