"","Data point","Political identification","pai (x-coord)","psi (y-coord)"
"62",62,"Very conservative",0.84428392169676,0.741636533937035
"63",63,"Conservative",0.8438717443095,0.768124760094485
"64",64,"Very conservative",0.66661426892786,0.702517288462915
"65",65,"Very conservative",0.488492632379245,0.680813926957838
"66",66,"Very conservative",0.695904808656897,0.729457775343943
"67",67,"Very conservative",0.8345930859301,0.741882908410098
"68",68,"Very conservative",0.879838267768321,0.736242183907609
"69",69,"Very conservative",0.849138024901898,0.70251221005995
"70",70,"Very liberal",0.844940238432901,0.782121392412837
"71",71,"Very conservative",0.829569075487929,0.742006038181174
"72",72,"Very conservative",0.940306171682606,0.757898112481279
"73",73,"Very conservative",0.818054698164719,0.730720271738053
"74",74,"Very conservative",0.853069044325224,0.727993369997341
"75",75,"Very conservative",0.833023448659715,0.707658335897033
"76",76,"Very conservative",0.963447967874741,0.765361367224512
"77",77,"Very liberal",0.573201277879282,0.7370206889953
"78",78,"Very conservative",0.83192483442213,0.711496606587545
"79",79,"Very conservative",0.683254543577259,0.700297493956762
"80",80,"Very conservative",0.908986392829803,0.754287640526384
"81",81,"Very liberal",0.710223731935005,0.787654637679567
"82",82,"Very conservative",0.826766555300226,0.750819024189551
"83",83,"Very conservative",0.898986014493757,0.743475969840359
"84",84,"Very conservative",0.815697914018587,0.737986828213436
"85",85,"Very conservative",0.60372045882178,0.695764146828207
"86",86,"Very conservative",0.802484091394226,0.77131347606163
"87",87,"Very conservative",0.800894628680826,0.692076218029847
"88",88,"Very conservative",0.929636481244834,0.756777569099634
"89",89,"Very conservative",0.875984311090865,0.736367048284394
"90",90,"Very conservative",0.870592863429844,0.740896491620112
"91",91,"Very conservative",0.832955406026517,0.747196651939431
"92",92,"Very conservative",0.847494876292664,0.707259046296039
"93",93,"Very conservative",0.849641902003035,0.700562275721872
"94",94,"Very conservative",0.709376231955573,0.717310504240324
"95",95,"Moderate",0.697476655938021,0.726680268994155
"96",96,"Very conservative",0.751777130301458,0.71652741654957
"97",97,"Very conservative",0.714428115051372,0.681088083217498
"98",98,"Very conservative",0.898945760313227,0.758077298956196
"99",99,"Very conservative",0.897546261602026,0.750515834274533
"100",100,"Very conservative",0.598052870274784,0.707460955874905
"101",101,"Very conservative",0.89150549746486,0.747255091215819
"102",102,"Very conservative",0.821692287619878,0.695486673761856
"103",103,"Very liberal",0.724109784443726,0.753839181121008
"104",104,"Very conservative",0.948445640429205,0.766514296223033
"105",105,"Very conservative",0.658774647965101,0.669041034738132
"106",106,"Very conservative",0.859495068576524,0.73686612615756
"107",107,"Very conservative",0.922526438578409,0.755415947769273
"108",108,"Very conservative",0.769973114068827,0.694739638968499
"109",109,"Very conservative",0.615317624026723,0.690775023831502
"110",110,"Very conservative",0.82795505205237,0.732296723127668
"111",111,"Very conservative",0.774298757183229,0.683870017363166
"112",112,"Very conservative",0.783124987270608,0.717764238267627
"113",113,"Very conservative",0.942932111362562,0.752615152429345
"114",114,"Very conservative",0.865470234088861,0.773119117266821
"115",115,"Very conservative",0.923712226713863,0.74943052673984
"116",116,"Very conservative",0.878481645799489,0.740649504753613
"117",117,"Very conservative",0.862910076439798,0.700157400712554
"118",118,"Very conservative",0.913562319781554,0.746403932045222
"119",119,"Very conservative",0.417337516906034,0.681930883018854
"120",120,"Very conservative",0.794311138396481,0.726295062753371
"121",121,"Very liberal",0.656027613622068,0.761194845943488
"122",122,"Very conservative",0.532409645086198,0.682137445557185
"123",123,"Very conservative",0.667587411177272,0.683942156145484
"124",124,"Very conservative",0.852078899411123,0.731665891535116
"125",125,"Liberal",0.895982012824167,0.787596008958344
"126",126,"Very conservative",0.567024016778085,0.683597141631715
"127",127,"Very conservative",0.581716017405179,0.689333393094251
"128",128,"Very conservative",0.933982750148334,0.743657587985542
"129",129,"Very conservative",0.832468459553102,0.733992889185562
"130",130,"Very conservative",0.764332681817102,0.676043768161715
"131",131,"Very conservative",0.753079448408847,0.74360323531786
"132",132,"Very conservative",0.922807482073828,0.753691199670684
"133",133,"Very liberal",0.594499652238669,0.729483410231719
"134",134,"Very conservative",0.919659105420413,0.742616467471767
"135",135,"Very conservative",0.722409189877983,0.695693505799847
"136",136,"Very conservative",0.865114441922117,0.746345362769879
"137",137,"Very conservative",0.698703364193559,0.683385829639207
"138",138,"Very conservative",0.68580626732504,0.694401144640792
"139",139,"Very conservative",0.739549520593213,0.7286956101289
"140",140,"Very conservative",0.778996514732747,0.712202075043543
"141",141,"Very conservative",0.898945760313227,0.758077298956196
"142",142,"Very conservative",0.785218973788402,0.704122493877059
"143",143,"Very conservative",0.878107990780699,0.727228621967351
"144",144,"Very conservative",0.776203157565629,0.710904701497912
"145",145,"Very liberal",0.578864550858695,0.741296257991778
"146",146,"Very liberal",0.645279820259569,0.728721290377462
"147",147,"Very conservative",0.737361788159354,0.693445011878373
"148",148,"Very conservative",0.879791403494756,0.751117425216283
"149",149,"Very conservative",0.762750382535064,0.713078120809388
"150",150,"Very conservative",0.796865874652153,0.742744011815225
"151",151,"Very conservative",0.929893692377504,0.75505930947301
"152",152,"Very liberal",0.856684535304174,0.774751971953112
"153",153,"Very conservative",0.719328178660881,0.686987291165721
"154",154,"Very liberal",0.754090369217261,0.770353530015321
"155",155,"Very conservative",0.551348678471603,0.662612917302097
"156",156,"Very conservative",0.84889630268354,0.756189698759211
"157",157,"Very conservative",0.961160136449039,0.763159692694936
"158",158,"Very conservative",0.530558416549032,0.669114920135051
"159",159,"Moderate",0.917748585949871,0.760135021149308
"160",160,"Very conservative",0.504611569230308,0.667478175872014
"161",161,"Very conservative",0.902165852273173,0.757959337345328
"162",162,"Very conservative",0.938483295447845,0.756303766871841
"163",163,"Very conservative",0.793166559061375,0.698133462369953
"164",164,"Very conservative",0.644134338452519,0.682343936436571
"165",165,"Very conservative",0.953492106691426,0.751896036672721
"166",166,"Very liberal",0.731235374650141,0.75371982435839
"167",167,"Very conservative",0.878635550992928,0.70157054828252
"168",168,"Very conservative",0.586500156756242,0.679274717915561
"169",169,"Very conservative",0.789677555262869,0.746408531645667
"170",170,"Very conservative",0.831373367883881,0.713404465900063
"171",171,"Very conservative",0.708563533496631,0.719195090333162
"172",172,"Very conservative",0.893020021405712,0.740155072251887
"173",173,"Very conservative",0.902551938092577,0.741572587928589
"174",174,"Very conservative",0.852084684574222,0.707125878755376
"175",175,"Very liberal",0.779551749735268,0.808747946994274
"176",176,"Very liberal",0.742619124270578,0.817721697223911
"177",177,"Very conservative",0.881035490465697,0.745858063000838
"178",178,"Very conservative",0.876363559556771,0.74949318518228
"179",179,"Very conservative",0.918487289418088,0.749671977556036
"180",180,"Very conservative",0.910073614946258,0.735116697958087
"181",181,"Very conservative",0.72310963178632,0.710047345024903
"182",182,"Very conservative",0.839085940129772,0.712660723932098
"183",183,"Very conservative",0.906853095130554,0.810014008274337
"184",184,"Very conservative",0.916664888866219,0.720701310611312
"185",185,"Very conservative",0.723287073545572,0.676888260017301
"186",186,"Very conservative",0.877267244538577,0.706326128873686
"187",187,"Very conservative",0.80144415524803,0.731099727517499
"188",188,"Very conservative",0.761482916249761,0.684148017494243
"189",189,"Very conservative",0.706218917863881,0.683246665917802
"190",190,"Very conservative",0.844473470956596,0.702646593254194
"191",191,"Very conservative",0.79679412413987,0.757373407589838
"192",192,"Very conservative",0.974511334827388,0.774011776660445
"193",193,"Very conservative",0.764252839631708,0.692897901638164
"194",194,"Very conservative",0.644032739314368,0.699016226251009
"195",195,"Very conservative",0.84428392169676,0.741636533937035
"196",196,"Very conservative",0.600051428951763,0.687059044118596
"197",197,"Very conservative",0.819027281402621,0.770972990648549
"198",198,"Very conservative",0.748750697926704,0.715241745367616
"199",199,"Very conservative",0.835875693106656,0.699011113687521
"200",200,"Very conservative",0.891890310548091,0.721735735361815
"201",201,"Very liberal",0.363495724571659,0.736401699137729
"202",202,"Very conservative",0.926981481398492,0.758605416718534
"203",203,"Very liberal",0.791662350940027,0.808548925382055
"204",204,"Very conservative",0.838433371687891,0.745311419897094
"205",205,"Very conservative",0.573049886821238,0.672517783025405
"206",206,"Very conservative",0.706934130579676,0.722941193385766
"207",207,"Very conservative",0.914456204209672,0.755772234754611
"208",208,"Very conservative",0.688456251198966,0.705994754798335
"209",209,"Very conservative",0.734126280351906,0.732948124870981
"210",210,"Very liberal",0.659499899718839,0.775501867138693
"211",211,"Liberal",0.626206948711901,0.766082324885403
"212",212,"Very conservative",0.952452883775655,0.747736034648785
"213",213,"Very liberal",0.626499539079716,0.775949401274438
"214",214,"Very conservative",0.94094136709425,0.766974363318081
"215",215,"Moderate",0.714847640985825,0.720837503839193
"216",216,"Very conservative",0.795659807213877,0.731226137630283
"217",217,"Very liberal",0.507387562350675,0.771000217165893
"218",218,"Very conservative",0.821049357674988,0.713667368268507
"219",219,"Very conservative",0.658575365533833,0.702651670334098
"220",220,"Very conservative",0.576467326442264,0.729986798995758
"221",221,"Moderate",0.8230720128868,0.767953731336354
"222",222,"Very liberal",0.433139646014947,0.748559591853282
"223",223,"Very conservative",0.668460910130702,0.681925612297515
"224",224,"Very liberal",0.834195568618401,0.785495447485129
"225",225,"Very conservative",0.926238203104049,0.734364669509129
"226",226,"Very conservative",0.728092981939996,0.682828978000659
"227",227,"Very conservative",0.503294552319667,0.719154798845653
"228",228,"Very liberal",0.669470192992046,0.743505377675729
"229",229,"Very conservative",0.475470856687898,0.705465577987436
"230",230,"Very conservative",0.258753453486333,0.66762628944898
"231",231,"Very conservative",0.372527870435756,0.686649306252257
"232",232,"Very conservative",0.677803038100732,0.75010097602558
"233",233,"Moderate",0.733248822974455,0.727889615440402
"234",234,"Very conservative",0.817474556649758,0.708057305687293
"235",235,"Very conservative",0.325355775427446,0.683463284883498
"236",236,"Very conservative",0.828452413803857,0.745555492305438
"237",237,"Very conservative",0.828389417488448,0.760076652529873
"238",238,"Very conservative",0.863781767194976,0.736741413651318
"239",239,"Moderate",0.540014941205372,0.709588141055686
"240",240,"Moderate",0.462218306321231,0.705002423636602
"241",241,"Very conservative",0.874748510898341,0.701705176231932
"242",242,"Very conservative",0.610418856363336,0.69955716279485
"243",243,"Liberal",0.589937569675259,0.776601746949072
"244",244,"Very conservative",0.682497549464618,0.685674661183388
"245",245,"Very conservative",0.599838683217881,0.71960672979726
"246",246,"Very conservative",0.808259255915322,0.742498173985892
"247",247,"Very conservative",0.660245042927719,0.714916656354784
"248",248,"Very conservative",0.900453522084435,0.75213563646388
"249",249,"Very conservative",0.857837790477906,0.77006328838299
"250",250,"Very conservative",0.931614851120871,0.817506903130867
"251",251,"Very conservative",0.572085929272204,0.674565507160546
"252",252,"Very conservative",0.790982935954173,0.74286687318546
"253",253,"Very conservative",0.768409042952435,0.753752882899724
"254",254,"Very conservative",0.887978100733004,0.747376530931502
"255",255,"Very liberal",0.679097375326581,0.739813529673907
"256",256,"Liberal",0.637310180644961,0.782341529761343
"257",257,"Very conservative",0.696209986096892,0.689399648109341
"258",258,"Very liberal",0.766319018854867,0.798096732526922
"259",259,"Very liberal",0.57501904357474,0.748375695750518
"260",260,"Very liberal",0.431206489493785,0.752049012045427
"261",261,"Very conservative",0.926207917518696,0.749309743213696
"262",262,"Moderate",0.749304051477747,0.722062814684615
"263",263,"Very conservative",0.720122715858062,0.684981227394438
"264",264,"Very conservative",0.834531894219575,0.756545221866705
"265",265,"Liberal",0.461329780436902,0.74886120408958
"266",266,"Very conservative",0.258753453486333,0.66762628944898
"267",267,"Very conservative",0.531428958421221,0.684153268445782
"268",268,"Very liberal",0.665850906441023,0.757674626655586
"269",269,"Moderate",0.766029868902903,0.751484450373908
"270",270,"Very conservative",0.918748616804691,0.762349462867049
"271",271,"Very conservative",0.925299749984868,0.7677779611002
"272",272,"Moderate",0.613597048704416,0.769727452874079
"273",273,"Very conservative",0.739827273186803,0.688572811442493
"274",274,"Very conservative",0.780445051538905,0.700362427086971
"275",275,"Very liberal",0.659798411055378,0.732135431265947
"276",276,"Very conservative",0.941671359225806,0.748463174254425
"277",277,"Very conservative",0.590546346303848,0.672234450575334
"278",278,"Very conservative",0.827329958621293,0.74907262748133
"279",279,"Very conservative",0.89150549746486,0.747255091215819
"280",280,"Very conservative",0.651328862215241,0.725699659938439
"281",281,"Very conservative",0.649649066475245,0.688230547598084
"282",282,"Very conservative",0.824633272158055,0.703183775674313
"283",283,"Very conservative",0.696116240418829,0.705861251318896
"284",284,"Very conservative",0.722311097955597,0.736246902688542
"285",285,"Very conservative",0.746772747150213,0.671451959038371
"286",286,"Very conservative",0.712102100693847,0.670105465447949
"287",287,"Very conservative",0.792519639475453,0.700092442177853
"288",288,"Very liberal",0.877281208579853,0.800309730145474
"289",289,"Very conservative",0.875936155681626,0.751237626939251
"290",290,"Very conservative",0.566915204498975,0.700232552777978
"291",291,"Very liberal",0.691022515793357,0.775053698217643
"292",292,"Very conservative",0.819437803164286,0.686777205887046
"293",293,"Very conservative",0.675314283633136,0.740589799395329
"294",294,"Very liberal",0.673803353868174,0.757556531494765
"295",295,"Very liberal",0.643474630040861,0.73238759666417
"296",296,"Moderate",0.629699247400462,0.734021179564111
"297",297,"Very conservative",0.93474154181186,0.730797988076105
"298",298,"Very conservative",0.867957773926539,0.736616663164736
"299",299,"Very conservative",0.841736239634973,0.735557115110847
"300",300,"Very conservative",0.822197156439598,0.734243940707101
"301",301,"Very conservative",0.551019761802608,0.712819869548369
"302",302,"Very conservative",0.617180564507783,0.686782433140212
"303",303,"Very conservative",0.479512227855546,0.680953660401464
"304",304,"Very conservative",0.604439515325459,0.749439652951647
"305",305,"Very conservative",0.802782810731124,0.719731569889187
"306",306,"Very conservative",0.954016244225141,0.775918367176739
"307",307,"Very conservative",0.47754646189823,0.684986470872144
"308",308,"Very liberal",0.788624880733896,0.756095069258338
"309",309,"Moderate",0.893258663137458,0.761071815535755
"310",310,"Very liberal",0.581974403444565,0.736896023587887
"311",311,"Very liberal",0.357023768626682,0.732896232272817
"312",312,"Very liberal",0.874706816021359,0.782940127172445
"313",313,"Moderate",0.916249679051714,0.768521919386141
"314",314,"Very conservative",0.807035449664153,0.746043174695176
"315",315,"Very liberal",0.480539185959653,0.757283556545264
"316",316,"Moderate",0.673156042274555,0.751306523085259
"317",317,"Very conservative",0.577644975479626,0.69617237979322
"318",318,"Very conservative",0.693313962543788,0.726361394148486
"319",319,"Very conservative",0.53950389329621,0.668972522220604
"320",320,"Very liberal",0.82916195563963,0.785603785020335
"321",321,"Very conservative",0.680884373537833,0.672727524871948
"322",322,"Very liberal",0.674022954248843,0.735522198578811
"323",323,"Very liberal",0.622674922869564,0.78883540725754
"324",324,"Very liberal",0.596290595204103,0.741049519008812
"325",325,"Conservative",0.863876693222678,0.761886147380825
"326",326,"Very conservative",0.450722283991874,0.68540262658421
"327",327,"Very liberal",0.59164792367923,0.734961223698373
"328",328,"Very conservative",0.509661547247987,0.675552973673125
"329",329,"Very conservative",0.493652790980177,0.671740995891787
"330",330,"Very conservative",0.657001628988718,0.673152147961985
"331",331,"Very conservative",0.839691920158287,0.702780941426824
"332",332,"Very conservative",0.898227888798075,0.761476722724594
"333",333,"Very liberal",0.468957776355805,0.717534862619179
"334",334,"Very conservative",0.806966421076093,0.760545441852162
"335",335,"Very liberal",0.646979664354747,0.740308384042348
"336",336,"Very liberal",0.728303178957487,0.730998824068065
"337",337,"Moderate",0.495914640917364,0.739504214751205
"338",338,"Very conservative",0.798370351812831,0.699957397590365
"339",339,"Very liberal",0.742213688525761,0.745824036589884
"340",340,"Moderate",0.87790645162764,0.764905133909699
"341",341,"Very conservative",0.302230003933105,0.666769507496498
"342",342,"Very conservative",0.670008477377638,0.710973278430244
"343",343,"Very conservative",0.66661426892786,0.702517288462915
"344",344,"Very conservative",0.904616587194666,0.761243031756312
"345",345,"Very liberal",0.695107848756957,0.800621759742421
"346",346,"Very conservative",0.927747568588827,0.767663279864067
"347",347,"Very conservative",0.773454388382718,0.71849998828132
"348",348,"Very conservative",0.625640087943596,0.686644077791057
"349",349,"Very liberal",0.59544882350572,0.727641724206598
"350",350,"Moderate",0.742225723158486,0.787704592398539
"351",351,"Very conservative",0.657788931271396,0.688092541405326
"352",352,"Very conservative",0.815697914018587,0.737986828213436
"353",353,"Moderate",0.743992116548089,0.718439569947055
"354",354,"Conservative",0.790464686951206,0.769268204206992
"355",355,"Very conservative",0.459529578617475,0.701849939229538
"356",356,"Very conservative",0.719854661896559,0.73319980400581
"357",357,"Very liberal",0.733455691845759,0.784196406027366
"358",358,"Very liberal",0.485805814874022,0.734650295128746
"359",359,"Very conservative",0.568848302412899,0.696308388825015
"360",360,"Moderate",0.821857041662376,0.784734163159661
"361",361,"Very liberal",0.793760669657367,0.804991661532673
"362",362,"Very conservative",0.652032154520101,0.730681014684069
"363",363,"Very liberal",0.603032002296168,0.744485287654525
"364",364,"Very liberal",0.53071253578394,0.734022995237174
"365",365,"Very liberal",0.280985471278496,0.714862623025333
"366",366,"Very conservative",0.658675013756712,0.686090324383233
"367",367,"Very conservative",0.769886475919922,0.735371800060704
"368",368,"Moderate",0.944141656017161,0.779199391308676
"369",369,"Moderate",0.711625252254692,0.728271576743278
"370",370,"Very conservative",0.913562319781554,0.746403932045222
"371",371,"Very liberal",0.400108558854314,0.74552604935539
"372",372,"Very conservative",0.873288586079562,0.746101790009338
"373",373,"Very conservative",0.755618520251544,0.682271602330976
"374",374,"Very conservative",0.760049188017905,0.688158941338599
"375",375,"Very conservative",0.860390474010192,0.748225526845212
"376",376,"Very liberal",0.57309284921821,0.751866822042995
"377",377,"Very conservative",0.836409052341482,0.722100703010493
"378",378,"Very conservative",0.540152054313376,0.716748090627662
"379",379,"Very conservative",0.802923110193058,0.687192076231591
"380",380,"Very conservative",0.57294144835418,0.689471098030801
"381",381,"Very conservative",0.580757311439155,0.691324231225063
"382",382,"Very conservative",0.69778007637157,0.701979411039102
"383",383,"Very liberal",0.214304299955012,0.716171666497954
"384",384,"Very conservative",0.623793220888638,0.690637637675744
"385",385,"Moderate",0.86494650478026,0.768581277954849
"386",386,"Very conservative",0.585425902831934,0.723008027596729
"387",387,"Very conservative",0.824360408018093,0.756782041858029
"388",388,"Very conservative",0.841092383704792,0.766458667699248
"389",389,"Very liberal",0.388697956340417,0.750910294140382
"390",390,"Very conservative",0.798925096187708,0.738359710716256
"391",391,"Moderate",0.583174260207193,0.726618812876811
"392",392,"Very conservative",0.935903301281792,0.759837588126992
"393",393,"Very conservative",0.72318917297186,0.718935264509002
"394",394,"Very conservative",0.872074177275496,0.721067110652245
"395",395,"Very conservative",0.741340709208974,0.684564770789324
"396",396,"Moderate",0.581122752281097,0.737809379597106
"397",397,"Very conservative",0.766208189491217,0.743357934863664
"398",398,"Very liberal",0.585802308597255,0.729610299160043
"399",399,"Very conservative",0.52137206968449,0.702855714998341
"400",400,"Very conservative",0.501546795065541,0.690571528211051
"401",401,"Very conservative",0.827891911037442,0.747318110239356
"402",402,"Very conservative",0.894013410152941,0.798125655310914
"403",403,"Very conservative",0.890741195601944,0.750756587092283
"404",404,"Very conservative",0.859024290894178,0.714518324398255
"405",405,"Very conservative",0.806490498231687,0.732800710436137
"406",406,"Very conservative",0.928598892334257,0.763568479482534
"407",407,"Very conservative",0.583631571673764,0.685330667781366
"408",408,"Very conservative",0.83142905871005,0.722229736274546
"409",409,"Liberal",0.561672231165542,0.780147562189047
"410",410,"Moderate",0.766755264554633,0.757097534063298
"411",411,"Liberal",0.79152921862175,0.78695386720432
"412",412,"Very conservative",0.705401056971913,0.68525870007741
"413",413,"Very liberal",0.716058960210493,0.777434023159006
"414",414,"Very conservative",0.779769390428504,0.702313109833437
"415",415,"Very conservative",0.759705115952169,0.743480604295626
"416",416,"Very conservative",0.364264209193411,0.669758014581984
"417",417,"Moderate",0.722120649295132,0.720708073936456
"418",418,"Very conservative",0.400066411783204,0.665052637712735
"419",419,"Very conservative",0.54907009380721,0.716617510097895
"420",420,"Moderate",0.866269548618666,0.77737466809693
"421",421,"Very liberal",0.817632964146563,0.753777252611736
"422",422,"Very conservative",0.922428072502349,0.815099718664658
"423",423,"Very liberal",0.762942510800501,0.758280205454982
"424",424,"Very liberal",0.492462396081247,0.773973904765134
"425",425,"Very conservative",0.467491921498753,0.703660950617828
"426",426,"Very conservative",0.889590395532303,0.73281747090991
"427",427,"Very liberal",0.563918183993942,0.786473133636363
"428",428,"Very conservative",0.61893554368137,0.699421980661554
"429",429,"Very conservative",0.784975595875416,0.742989696182823
"430",430,"Moderate",0.591043687243873,0.712621774072551
"431",431,"Moderate",0.627756934081514,0.752464497510797
"432",432,"Very liberal",0.852101030745568,0.800925674195599
"433",433,"Very conservative",0.679931495121676,0.691664620363394
"434",434,"Moderate",0.766655795971974,0.764099029482972
"435",435,"Very liberal",0.882786870045905,0.781133480333904
"436",436,"Very conservative",0.6067714496964,0.690912376280291
"437",437,"Very conservative",0.829443715898256,0.770745802485378
"438",438,"Very conservative",0.620583071884575,0.727510291714156
"439",439,"Very conservative",0.745859200322038,0.706859147150705
"440",440,"Very conservative",0.896040843485413,0.741819002152232
"441",441,"Very conservative",0.413403955016965,0.706400092800819
"442",442,"Very conservative",0.643016976848174,0.741083694064098
"443",443,"Very liberal",0.536720765763149,0.739317794563544
"444",444,"Very conservative",0.872074177275496,0.721067110652245
"445",445,"Very liberal",0.64666544083395,0.802715942560896
"446",446,"Very conservative",0.819092963924841,0.756900393214172
"447",447,"Very conservative",0.869702771776169,0.744455953553915
"448",448,"Very conservative",0.629920576108365,0.749077194950363
"449",449,"Very liberal",0.807744208190499,0.798870873439772
"450",450,"Very conservative",0.682401502631227,0.702248419710542
"451",451,"Very conservative",0.817401566752609,0.747560910943115
"452",452,"Very conservative",0.921171505594312,0.734615497017156
"453",453,"Very conservative",0.725835556928623,0.671877429900906
"454",454,"Very conservative",0.79949341391919,0.7280151317427
"455",455,"Moderate",0.731421899811964,0.768013191625338
"456",456,"Very conservative",0.849641902003035,0.700562275721872
"457",457,"Very liberal",0.92537312240824,0.806698586330676
"458",458,"Very conservative",0.916057608039855,0.748041468654881
"459",459,"Very conservative",0.962763950563086,0.759659292098897
"460",460,"Very conservative",0.795098364699419,0.692213250034144
"461",461,"Very conservative",0.735833367014657,0.697390095508973
"462",462,"Moderate",0.882118934852925,0.763110092143288
"463",463,"Very liberal",0.79101196623103,0.809986383246163
"464",464,"Very conservative",0.6300238892272,0.734123176900684
"465",465,"Very conservative",0.626458448141679,0.7012414621163
"466",466,"Very conservative",0.584588406336052,0.683318881075269
"467",467,"Very conservative",0.495511170603258,0.684708868617426
"468",468,"Very conservative",0.725371866117022,0.744093375163645
"469",469,"Very conservative",0.429123828944803,0.693652322328608
"470",470,"Moderate",0.607367885238233,0.714262748043328
"471",471,"Very conservative",0.491683816978069,0.675834820793799
"472",472,"Very conservative",0.382935450104076,0.665339087722141
"473",473,"Very conservative",0.904616587194666,0.761243031756312
"474",474,"Very conservative",0.575613638775666,0.716225550236508
"475",475,"Very conservative",0.772227030027066,0.68987881258525
"476",476,"Very liberal",0.712228945899588,0.73489621610332
"477",477,"Very conservative",0.533279773896139,0.696852081432883
"478",478,"Very conservative",0.691636404731687,0.730047779274808
"479",479,"Very liberal",0.888474580972092,0.787220002708358
"480",480,"Very conservative",0.754726404199909,0.717004211813506
"481",481,"Very conservative",0.789030266394465,0.724568231296891
"482",482,"Very conservative",0.827456548642542,0.718607819551001
"483",483,"Very conservative",0.95132699581116,0.757189399130339
"484",484,"Very liberal",0.635183118560282,0.732513622856168
"485",485,"Very conservative",0.776955487167727,0.717894498406427
"486",486,"Very conservative",0.855096100470458,0.736990800675025
"487",487,"Very conservative",0.493652790980177,0.671740995891787
"488",488,"Very conservative",0.850527014893347,0.751958021512609
"489",489,"Very conservative",0.929119440529494,0.760189478819945
"490",490,"Very conservative",0.775441031190034,0.728524191483027
"491",491,"Very liberal",0.722533263331608,0.757279090051671
"492",492,"Moderate",0.637123625230174,0.758672671495012
"493",493,"Very conservative",0.566915204498975,0.700232552777978
"494",494,"Very conservative",0.653817326198242,0.727000043197497
"495",495,"Very conservative",0.696948803748037,0.703924017160759
"496",496,"Very conservative",0.564011752171374,0.706064014864648
"497",497,"Very conservative",0.684202123811799,0.681646566310575
"498",498,"Moderate",0.869092215929106,0.768466873797512
"499",499,"Very conservative",0.618831007530833,0.715571556938465
